date,expiry,T,F,n_strikes,sabr_alpha,sabr_rho,sabr_nu,sabr_rmse,merton_sigma,merton_lam,merton_muJ,merton_delta,merton_rmse,js_alpha,js_rho,js_nu,js_lam,js_muJ,js_delta,js_rmse
2025-01-02,2025-01-31,0.0794,96656.25,28,0.5673,-0.0212,2.3196,0.008463,,,,,,0.5673,-0.0212,2.3196,1.0,-0.0527,0.3149,0.008463
2025-01-02,2025-02-28,0.1561,97537.8,17,0.5937,0.3739,0.7481,0.002524,,,,,,0.5937,0.3739,0.7481,0.9997,-0.0686,0.3097,0.002532
2025-01-02,2025-03-28,0.2327,97467.17,11,0.5887,0.0874,1.2845,0.002744,,,,,,0.5887,0.0874,1.2845,0.9997,-0.0685,0.3097,0.002749
2025-01-03,2025-01-10,0.0192,96081.55,27,0.4465,-0.2137,5.0,0.01406,0.4509,0.9996,0.1,0.1888,0.027153,0.4465,-0.2137,5.0,1.0,-0.0499,0.3158,0.01406
2025-01-03,2025-01-17,0.0383,96658.62,21,0.5071,-0.0233,2.8011,0.008024,0.4926,1.0051,-0.1,0.2432,0.011332,0.5071,-0.0233,2.8011,0.9999,-0.0575,0.3133,0.008026
2025-01-03,2025-01-24,0.0575,96300.12,20,0.5339,-0.0011,2.3665,0.006138,0.5,1.0098,-0.1,0.3144,0.008006,0.5339,-0.0011,2.3665,0.9999,-0.0555,0.3139,0.00614
2025-01-03,2025-01-31,0.0767,98600.51,24,0.5448,0.0026,2.4892,0.007595,0.4963,1.0105,-0.1,0.3937,0.00764,0.5448,0.0026,2.4892,0.9999,-0.0528,0.3148,0.007596
2025-01-03,2025-02-28,0.1533,98885.29,17,0.5826,0.4864,0.8283,0.005289,0.4586,1.0126,-0.1,0.5156,0.006073,0.5826,0.4864,0.8283,0.9996,-0.0677,0.31,0.005293
2025-01-03,2025-03-28,0.23,96365.24,8,0.588,0.1498,1.2459,0.003047,0.4316,1.026,-0.1,0.5569,0.005701,0.588,0.1498,1.2459,0.9997,-0.0683,0.3098,0.003053
2025-01-03,2025-06-27,0.4791,96957.79,7,0.5945,0.2583,0.672,0.005798,0.35,1.0185,-0.1,0.6141,0.00824,0.5945,0.2583,0.672,1.0,-0.1,0.3,0.005821
2025-01-04,2025-01-17,0.0356,97745.85,18,0.497,0.079,2.3755,0.005145,,,,,,0.497,0.079,2.3755,0.9998,-0.0627,0.3116,0.005148
2025-01-04,2025-01-24,0.0548,97745.85,17,0.5413,0.4961,0.8401,0.006366,,,,,,0.5413,0.4961,0.8401,1.0001,-0.0581,0.3135,0.006368
2025-01-04,2025-01-31,0.0739,98251.46,19,0.567,0.4231,0.7937,0.009299,,,,,,0.567,0.4231,0.7937,0.9999,-0.0537,0.3146,0.009299
2025-01-04,2025-02-28,0.1506,97633.38,12,0.5876,0.3801,0.7535,0.004082,,,,,,0.5876,0.3801,0.7535,0.9997,-0.0689,0.3096,0.004086
2025-01-04,2025-03-28,0.2272,98549.03,6,0.6123,0.2452,0.6683,0.0025,,,,,,0.6123,0.2452,0.6683,0.9996,-0.0678,0.31,0.002507
2025-01-05,2025-01-17,0.0329,98457.62,16,0.5039,0.0438,2.5736,0.004718,,,,,,0.5039,0.0438,2.5736,0.9997,-0.0636,0.3113,0.00472
2025-01-05,2025-01-24,0.052,98423.87,16,0.534,0.0729,2.1265,0.002644,,,,,,0.534,0.0729,2.1265,0.9997,-0.0639,0.3112,0.002648
2025-01-05,2025-01-31,0.0712,97667.26,19,0.564,0.4693,0.8149,0.003752,,,,,,0.564,0.4693,0.8149,0.9996,-0.06,0.3124,0.003755
2025-01-05,2025-02-28,0.1478,98290.64,14,0.5816,0.0057,1.6636,0.002794,,,,,,0.5816,0.0057,1.6636,0.9997,-0.0685,0.3098,0.002802
2025-01-05,2025-03-28,0.2245,98394.49,7,0.6144,0.268,0.6886,0.003164,,,,,,0.6144,0.268,0.6886,0.9998,-0.0671,0.3101,0.00317
2025-01-06,2025-01-17,0.0301,101726.9,21,0.5062,0.065,2.5874,0.01103,,,,,,0.5062,0.065,2.5874,0.9998,-0.0629,0.3115,0.011032
2025-01-06,2025-01-24,0.0493,99542.2,23,0.5298,0.0222,1.9722,0.006425,,,,,,0.5298,0.0222,1.9722,0.9997,-0.0652,0.3108,0.006426
2025-01-06,2025-01-31,0.0684,101744.34,25,0.5496,0.0122,1.9874,0.006218,,,,,,0.5496,0.0122,1.9874,0.9998,-0.0579,0.3132,0.00622
2025-01-06,2025-02-28,0.1451,101863.15,17,0.5888,0.3564,0.7358,0.004716,,,,,,0.5888,0.3564,0.7358,0.9997,-0.0688,0.3096,0.00472
2025-01-06,2025-03-28,0.2218,102170.81,10,0.6021,0.0322,1.1757,0.002864,,,,,,0.6021,0.0322,1.1757,0.9997,-0.0688,0.3096,0.002869
2025-01-06,2025-06-27,0.4709,99437.35,11,0.6029,0.0098,0.9641,0.004174,,,,,,0.6029,0.0098,0.9641,0.9997,-0.0665,0.3104,0.004178
2025-01-07,2025-01-17,0.0274,97696.09,22,0.4867,0.0178,2.5491,0.00537,,,,,,0.4867,0.0178,2.5491,0.9998,-0.0627,0.3116,0.005373
2025-01-07,2025-01-24,0.0465,97582.94,23,0.509,-0.0917,2.8628,0.008357,,,,,,0.509,-0.0917,2.8628,1.0,-0.0533,0.3147,0.008357
2025-01-07,2025-01-31,0.0657,96830.98,25,0.5385,-0.1235,2.382,0.010592,,,,,,0.5385,-0.1235,2.382,0.9999,-0.0532,0.3147,0.010592
2025-01-07,2025-02-28,0.1424,98557.09,19,0.58,0.3445,0.7314,0.002958,,,,,,0.58,0.3445,0.7314,0.9996,-0.068,0.3098,0.002966
2025-01-07,2025-03-28,0.219,97005.21,10,0.5993,0.0546,0.9629,0.002795,,,,,,0.5993,0.0546,0.9629,0.9997,-0.0694,0.3095,0.002799
2025-01-07,2025-06-27,0.4682,97330.21,12,0.598,0.0316,0.8637,0.003672,,,,,,0.598,0.0316,0.8637,0.9998,-0.0639,0.3112,0.003676
2025-01-08,2025-01-17,0.0246,94502.14,22,0.5043,-0.0064,3.2697,0.009862,,,,,,0.5043,-0.0064,3.2697,0.9998,-0.0599,0.3125,0.009863
2025-01-08,2025-01-24,0.0438,95665.91,23,0.5275,0.1361,1.9739,0.006629,,,,,,0.5275,0.1361,1.9739,0.9997,-0.0641,0.3112,0.006631
2025-01-08,2025-01-31,0.063,95530.14,25,0.5437,-0.0294,2.2858,0.008647,,,,,,0.5437,-0.0294,2.2858,0.9999,-0.0539,0.3145,0.008648
2025-01-08,2025-02-28,0.1396,95379.29,21,0.5682,0.0369,1.4948,0.0036,,,,,,0.5682,0.0369,1.4948,0.9997,-0.0686,0.3097,0.003607
2025-01-08,2025-03-28,0.2163,95286.24,11,0.5799,0.024,1.3148,0.006643,,,,,,0.5799,0.024,1.3148,0.9997,-0.0626,0.3116,0.006647
2025-01-08,2025-06-27,0.4654,94924.76,10,0.5988,0.0639,0.7554,0.00256,,,,,,0.5988,0.0639,0.7554,1.0,-0.1,0.3,0.002663
2025-01-09,2025-01-17,0.0219,91853.16,24,0.5216,-0.1203,3.2585,0.008394,,,,,,0.5216,-0.1203,3.2585,0.9995,-0.0722,0.3086,0.008393
2025-01-09,2025-01-24,0.0411,92506.68,25,0.5279,-0.0969,2.6474,0.006358,,,,,,0.5279,-0.0969,2.6474,0.9997,-0.064,0.3112,0.00636
2025-01-09,2025-01-31,0.0602,92227.49,27,0.5464,-0.0852,2.2501,0.007347,,,,,,0.5464,-0.0852,2.2501,0.9998,-0.0593,0.3127,0.007349
2025-01-09,2025-02-28,0.1369,91541.69,20,0.5709,0.3263,0.7243,0.003036,,,,,,0.5709,0.3263,0.7243,0.9997,-0.0676,0.31,0.003045
2025-01-09,2025-03-28,0.2136,93480.92,10,0.5808,0.0394,1.1308,0.002125,,,,,,0.5808,0.0394,1.1308,0.9997,-0.0666,0.3104,0.002135
2025-01-09,2025-06-27,0.4627,94188.36,8,0.5956,0.0503,0.6167,0.001678,,,,,,0.5956,0.0503,0.6167,0.9997,-0.0728,0.3084,0.0017
2025-01-10,2025-01-17,0.0192,94625.77,23,0.5087,-0.1553,4.6173,0.011712,0.5126,1.001,-0.1,0.2126,0.015396,0.5087,-0.1553,4.6173,0.9997,-0.0835,0.305,0.011678
2025-01-10,2025-01-24,0.0383,93105.47,25,0.5333,-0.157,2.9194,0.00586,0.517,0.9999,-0.1,0.2259,0.007968,0.5333,-0.157,2.9194,0.9997,-0.065,0.3109,0.005861
2025-01-10,2025-01-31,0.0575,93636.08,24,0.5443,-0.0704,2.3688,0.005674,0.5155,1.0019,-0.1,0.2877,0.006777,0.5443,-0.0704,2.3688,0.9997,-0.0627,0.3116,0.005677
2025-01-10,2025-02-28,0.1342,95622.54,18,0.5692,0.351,0.7399,0.004199,0.4886,1.0123,-0.1,0.393,0.004259,0.5692,0.351,0.7399,0.9997,-0.0674,0.3101,0.004205
2025-01-10,2025-03-28,0.2108,94677.28,11,0.5713,0.1099,1.1498,0.004303,0.5118,1.0071,0.1,0.3367,0.01062,0.5713,0.1099,1.1498,0.9997,-0.0639,0.3112,0.004309
2025-01-10,2025-06-27,0.46,94713.3,8,0.5702,0.092,1.0419,0.002956,0.4349,1.0182,0.1,0.475,0.007711,0.5702,0.092,1.0419,0.9997,-0.0668,0.3103,0.002962
2025-01-11,2025-01-24,0.0356,94607.59,19,0.5061,-0.0939,3.3022,0.005718,,,,,,0.5061,-0.0939,3.3022,0.9997,-0.0653,0.3108,0.005718
2025-01-11,2025-01-31,0.0548,94886.1,23,0.5318,0.0238,2.3379,0.006163,,,,,,0.5318,0.0238,2.3379,0.9998,-0.0632,0.3115,0.006164
2025-01-11,2025-02-28,0.1314,94563.39,12,0.5601,0.3472,0.7395,0.003231,,,,,,0.5601,0.3472,0.7395,0.9996,-0.0674,0.3101,0.00324
2025-01-11,2025-03-28,0.2081,94207.77,6,0.58,0.2215,0.6538,0.003522,,,,,,0.58,0.2215,0.6538,0.9997,-0.0666,0.3103,0.003529
2025-01-12,2025-01-24,0.0329,93951.5,21,0.5303,-0.1708,3.3655,0.008672,,,,,,0.5303,-0.1708,3.3655,1.0,-0.054,0.3144,0.008673
2025-01-12,2025-01-31,0.052,95211.94,23,0.5439,0.0249,2.3909,0.004425,,,,,,0.5439,0.0249,2.3909,0.9997,-0.0635,0.3113,0.004427
2025-01-12,2025-02-28,0.1287,93744.18,16,0.5644,0.343,0.7344,0.002764,,,,,,0.5644,0.343,0.7344,0.9997,-0.067,0.3102,0.002775
2025-01-13,2025-01-24,0.0301,91794.64,26,0.5572,-0.1382,3.5605,0.008478,,,,,,0.5572,-0.1382,3.5605,0.9997,-0.0699,0.3093,0.008479
2025-01-13,2025-01-31,0.0493,90634.38,34,0.5593,-0.2781,3.6898,0.028621,,,,,,0.5593,-0.2781,3.6898,0.9999,-0.0514,0.3153,0.028621
2025-01-13,2025-02-28,0.1259,91803.86,21,0.5677,-0.0376,1.6781,0.003149,,,,,,0.5677,-0.0376,1.6781,0.9998,-0.0601,0.3125,0.003153
2025-01-13,2025-03-28,0.2026,93267.36,10,0.58,0.0681,1.1454,0.002516,,,,,,0.58,0.0681,1.1454,0.9997,-0.0705,0.3091,0.002519
2025-01-13,2025-06-27,0.4517,90646.86,8,0.5809,0.0437,0.8303,0.002738,,,,,,0.5809,0.0437,0.8303,0.9997,-0.0667,0.3103,0.002744
2025-01-14,2025-01-24,0.0274,95108.66,24,0.5774,-0.0566,3.3505,0.011796,,,,,,0.5774,-0.0566,3.3505,0.9997,-0.0696,0.3094,0.011797
2025-01-14,2025-01-31,0.0465,96778.83,32,0.5706,-0.0359,3.1637,0.017247,,,,,,0.5706,-0.0359,3.1637,0.9998,-0.0601,0.3125,0.017247
2025-01-14,2025-02-28,0.1232,96252.81,23,0.579,0.0756,1.5829,0.004333,,,,,,0.579,0.0756,1.5829,0.9997,-0.0679,0.3099,0.004339
2025-01-14,2025-03-28,0.1999,97004.48,11,0.5748,0.0599,1.5706,0.006851,,,,,,0.5748,0.0599,1.5706,0.9999,-0.054,0.3144,0.006851
2025-01-14,2025-06-27,0.449,97302.05,9,0.5897,0.0417,0.894,0.003394,,,,,,0.5897,0.0417,0.894,0.9997,-0.0656,0.3107,0.003399
2025-01-15,2025-01-24,0.0246,99330.51,24,0.5594,0.0682,3.5037,0.008436,,,,,,0.5594,0.0682,3.5037,0.9997,-0.0696,0.3094,0.008433
2025-01-15,2025-01-31,0.0438,97177.07,32,0.5618,-0.0406,2.8484,0.038053,,,,,,0.5618,-0.0406,2.8484,0.9997,-0.0915,0.3026,0.037997
2025-01-15,2025-02-28,0.1205,97998.01,21,0.5755,0.0469,1.5234,0.002301,,,,,,0.5755,0.0469,1.5234,0.9997,-0.0687,0.3097,0.002311
2025-01-15,2025-03-28,0.1971,99441.94,11,0.5799,0.0272,1.4768,0.003622,,,,,,0.5799,0.0272,1.4768,0.9999,-0.0579,0.3132,0.003625
2025-01-15,2025-06-27,0.4463,98543.36,7,0.5885,0.059,0.881,0.000973,,,,,,0.5885,0.059,0.881,0.9997,-0.0682,0.3098,0.000988
2025-01-16,2025-01-24,0.0219,99385.57,25,0.573,0.1281,3.5181,0.006449,,,,,,0.573,0.1281,3.5181,0.9998,-0.0642,0.3111,0.00645
2025-01-16,2025-01-31,0.0411,99519.28,49,0.5694,-0.0283,3.3903,0.02664,,,,,,0.5694,-0.0283,3.3903,1.0,-0.0501,0.3157,0.02664
2025-01-16,2025-02-07,0.0602,98243.6,16,0.5674,0.008,2.6221,0.007838,,,,,,0.5674,0.008,2.6221,0.9997,-0.064,0.3112,0.007838
2025-01-16,2025-02-28,0.1177,98102.54,21,0.5851,0.3976,0.7802,0.008582,,,,,,0.5851,0.3976,0.7802,0.9998,-0.0579,0.3132,0.008583
2025-01-16,2025-03-28,0.1944,99618.71,11,0.581,0.0038,1.4572,0.005351,,,,,,0.581,0.0038,1.4572,0.9997,-0.0662,0.3105,0.005355
2025-01-16,2025-06-27,0.4435,99599.36,7,0.5934,0.0163,0.7649,0.001404,,,,,,0.5934,0.0163,0.7649,0.9997,-0.0691,0.3096,0.001412
2025-01-17,2025-01-24,0.0192,102021.5,26,0.5804,0.0775,3.7951,0.01416,0.4485,20.0,-0.1,0.0986,0.016833,0.5804,0.0775,3.7951,1.0001,-0.0509,0.3155,0.01416
2025-01-17,2025-01-31,0.0383,99848.14,51,0.5681,-0.0544,3.508,0.018187,0.5519,0.9655,-0.1,0.3754,0.017127,0.5681,-0.0544,3.508,1.0,-0.0499,0.3158,0.018187
2025-01-17,2025-02-07,0.0575,104170.16,19,0.5911,0.708,0.9849,0.007879,0.5394,1.0157,0.1,0.389,0.007345,0.5911,0.708,0.9849,0.9997,-0.0665,0.3104,0.007883
2025-01-17,2025-02-28,0.115,104967.63,24,0.5902,0.114,1.4789,0.004047,0.5047,1.016,0.1,0.4346,0.008703,0.5902,0.114,1.4789,0.9997,-0.0677,0.31,0.004054
2025-01-17,2025-03-28,0.1916,105672.48,12,0.585,0.0913,1.4372,0.004699,0.5078,1.0001,-0.1,0.4114,0.011208,0.585,0.0913,1.4372,0.9999,-0.0549,0.3142,0.0047
2025-01-17,2025-06-27,0.4408,102754.77,10,0.5841,0.0493,0.9875,0.002812,0.4184,1.0022,0.1,0.5199,0.004502,0.5841,0.0493,0.9875,0.9997,-0.0668,0.3102,0.002817
2025-01-18,2025-01-31,0.0356,104597.97,28,0.6124,0.1412,2.6671,0.010645,,,,,,0.6124,0.1412,2.6671,0.9999,-0.0541,0.3144,0.010645
2025-01-18,2025-02-07,0.0548,104082.67,19,0.6015,0.0622,2.3475,0.005951,,,,,,0.6015,0.0622,2.3475,0.9997,-0.0686,0.3097,0.005955
2025-01-18,2025-02-28,0.1123,103259.96,21,0.6103,0.3449,0.738,0.005235,,,,,,0.6103,0.3449,0.738,0.9989,-0.0644,0.3107,0.005241
2025-01-18,2025-03-28,0.1889,104526.24,10,0.6007,0.1347,1.0449,0.005089,,,,,,0.6007,0.1347,1.0449,0.9998,-0.067,0.3103,0.005093
2025-01-19,2025-01-31,0.0329,102204.95,27,0.6397,-0.0174,3.2708,0.010584,,,,,,0.6397,-0.0174,3.2708,0.9999,-0.0516,0.3152,0.010584
2025-01-19,2025-02-07,0.052,105048.25,20,0.637,-0.025,2.5711,0.008083,,,,,,0.637,-0.025,2.5711,0.9998,-0.0615,0.312,0.008085
2025-01-19,2025-02-28,0.1095,104821.72,22,0.6259,0.0424,1.6209,0.005033,,,,,,0.6259,0.0424,1.6209,0.9997,-0.0687,0.3097,0.005037
2025-01-19,2025-03-28,0.1862,103926.7,11,0.6259,0.0714,0.9744,0.003896,,,,,,0.6259,0.0714,0.9744,1.0015,-0.0683,0.3082,0.0039
2025-01-19,2025-06-27,0.4353,102640.84,8,0.6122,0.117,0.6012,0.005185,,,,,,0.6122,0.117,0.6012,1.0,-0.1,0.3,0.005221
2025-01-20,2025-01-31,0.0301,101708.94,42,0.6728,0.012,3.393,0.024069,,,,,,0.6728,0.012,3.393,0.9994,-0.0848,0.3045,0.024059
2025-01-20,2025-02-07,0.0493,100232.04,25,0.6501,0.6949,0.9779,0.007425,,,,,,0.6501,0.6949,0.9779,0.9996,-0.067,0.3103,0.007428
2025-01-20,2025-02-28,0.1068,106687.83,23,0.6293,0.5146,0.8178,0.009828,,,,,,0.6293,0.5146,0.8178,0.9997,-0.0623,0.3116,0.009831
2025-01-20,2025-03-28,0.1834,100813.55,14,0.5979,0.0416,1.5807,0.01098,,,,,,0.5979,0.0416,1.5807,0.9999,-0.0557,0.3139,0.010981
2025-01-20,2025-06-27,0.4326,105274.76,12,0.5979,0.0674,0.9854,0.005069,,,,,,0.5979,0.0674,0.9854,0.9998,-0.074,0.308,0.005076
2025-01-21,2025-01-31,0.0274,106265.98,33,0.6004,0.1042,4.2896,0.023799,,,,,,0.6004,0.1042,4.2896,1.0,-0.0501,0.3157,0.023799
2025-01-21,2025-02-07,0.0465,103580.0,21,0.5887,0.1034,2.629,0.007298,,,,,,0.5887,0.1034,2.629,0.9998,-0.0636,0.3113,0.007299
2025-01-21,2025-02-28,0.104,105530.56,20,0.5825,0.1122,1.8526,0.003296,,,,,,0.5825,0.1122,1.8526,0.9998,-0.0624,0.3117,0.003299
2025-01-21,2025-03-28,0.1807,105625.29,11,0.5692,0.0654,1.7167,0.004545,,,,,,0.5692,0.0654,1.7167,0.9998,-0.0598,0.3125,0.004548
2025-01-21,2025-06-27,0.4298,106710.84,8,0.5891,0.1876,0.6481,0.004463,,,,,,0.5891,0.1876,0.6481,0.9997,-0.0716,0.3089,0.004472
2025-01-22,2025-01-31,0.0246,104086.45,28,0.5741,0.0479,3.6938,0.01146,,,,,,0.5741,0.0479,3.6938,1.0,-0.0526,0.3149,0.01146
2025-01-22,2025-02-07,0.0438,106211.15,20,0.5714,0.1031,2.7965,0.006243,,,,,,0.5714,0.1031,2.7965,0.9998,-0.0611,0.3121,0.006246
2025-01-22,2025-02-28,0.1013,104321.77,19,0.5825,0.53,0.8483,0.004574,,,,,,0.5825,0.53,0.8483,0.9998,-0.0665,0.3106,0.004581
2025-01-22,2025-03-28,0.178,103862.56,10,0.5734,0.0947,1.3925,0.002509,,,,,,0.5734,0.0947,1.3925,0.9998,-0.0674,0.3101,0.002518
2025-01-22,2025-06-27,0.4271,103850.06,7,0.584,0.214,0.6433,0.002261,,,,,,0.584,0.214,0.6433,0.9997,-0.0748,0.3078,0.002276
2025-01-23,2025-01-31,0.0219,103744.32,39,0.557,0.0171,5.0,0.031234,,,,,,0.557,0.0171,5.0,0.9999,-0.0501,0.3157,0.031234
2025-01-23,2025-02-07,0.0411,105408.67,24,0.5824,0.2183,2.4328,0.007182,,,,,,0.5824,0.2183,2.4328,0.9997,-0.0658,0.3106,0.007182
2025-01-23,2025-02-14,0.0602,102003.62,19,0.567,0.0987,2.1898,0.006291,,,,,,0.567,0.0987,2.1898,0.9998,-0.0626,0.3116,0.006292
2025-01-23,2025-02-28,0.0986,104373.16,23,0.588,0.4495,0.7963,0.007752,,,,,,0.588,0.4495,0.7963,0.9999,-0.0517,0.3151,0.007752
2025-01-23,2025-03-28,0.1752,103781.23,11,0.5688,0.0607,1.56,0.003528,,,,,,0.5688,0.0607,1.56,0.9998,-0.0588,0.3129,0.003531
2025-01-23,2025-06-27,0.4244,105926.69,11,0.5737,0.0828,1.014,0.003008,,,,,,0.5737,0.0828,1.014,0.9996,-0.0775,0.3069,0.003014
2025-01-24,2025-01-31,0.0192,105663.04,30,0.5216,0.0297,5.0,0.031719,0.4888,3.6165,-0.1,0.1841,0.029322,0.5216,0.0297,5.0,0.9999,-0.05,0.3157,0.031719
2025-01-24,2025-02-07,0.0383,105109.03,23,0.5442,0.1111,2.8048,0.007433,0.5152,1.0128,0.1,0.3375,0.011753,0.5442,0.1111,2.8048,0.9997,-0.0651,0.3108,0.007433
2025-01-24,2025-02-14,0.0575,103182.63,22,0.5481,0.0668,2.1489,0.005748,0.5124,1.0105,0.1,0.3245,0.007918,0.5481,0.0668,2.1489,0.9997,-0.0641,0.3112,0.005749
2025-01-24,2025-02-28,0.0958,104736.32,18,0.5615,0.5536,0.8682,0.004426,0.484,1.0176,0.1,0.4159,0.008539,0.5615,0.5536,0.8682,0.9997,-0.0675,0.3101,0.004433
2025-01-24,2025-03-28,0.1725,104975.6,10,0.5717,0.0722,1.3022,0.003256,0.4828,1.0056,0.1,0.416,0.007037,0.5717,0.0722,1.3022,0.9997,-0.0661,0.3105,0.003264
2025-01-24,2025-06-27,0.4216,104791.67,10,0.5845,0.1491,0.6376,0.002705,0.4079,1.016,0.1,0.5077,0.005111,0.5845,0.1491,0.6376,0.9998,-0.0554,0.3139,0.002707
2025-01-25,2025-02-07,0.0356,105145.18,19,0.5174,0.0728,2.9031,0.00443,,,,,,0.5174,0.0728,2.9031,0.9997,-0.0641,0.3112,0.004432
2025-01-25,2025-02-14,0.0548,104643.79,19,0.5276,0.1124,2.048,0.003487,,,,,,0.5276,0.1124,2.048,0.9997,-0.0643,0.3111,0.00349
2025-01-25,2025-02-28,0.0931,104492.24,21,0.5369,0.1024,1.6905,0.003663,,,,,,0.5369,0.1024,1.6905,0.9998,-0.0619,0.3119,0.003667
2025-01-25,2025-03-28,0.1697,105054.51,11,0.5508,0.1031,1.3548,0.00886,,,,,,0.5508,0.1031,1.3548,0.9999,-0.0552,0.3143,0.008861
2025-01-26,2025-02-07,0.0329,105001.2,17,0.5259,0.1568,2.6853,0.006432,,,,,,0.5259,0.1568,2.6853,0.9997,-0.0634,0.3114,0.006433
2025-01-26,2025-02-14,0.052,104561.24,14,0.5319,0.0031,2.4524,0.001652,,,,,,0.5319,0.0031,2.4524,0.9997,-0.0632,0.3114,0.001657
2025-01-26,2025-02-28,0.0903,104325.8,13,0.5465,0.4907,0.833,0.001896,,,,,,0.5465,0.4907,0.833,0.9997,-0.0627,0.3116,0.001901
2025-01-26,2025-03-28,0.167,104660.92,9,0.5686,0.2715,0.6939,0.003378,,,,,,0.5686,0.2715,0.6939,0.9997,-0.0622,0.3117,0.003387
2025-01-27,2025-02-07,0.0301,101766.74,24,0.5549,0.0931,3.0336,0.007268,,,,,,0.5549,0.0931,3.0336,0.9997,-0.0643,0.3111,0.007269
2025-01-27,2025-02-14,0.0493,103121.04,24,0.5625,0.6967,0.9437,0.009681,,,,,,0.5625,0.6967,0.9437,0.9997,-0.0619,0.3118,0.009682
2025-01-27,2025-02-28,0.0876,99050.22,23,0.5681,0.3804,0.7588,0.008726,,,,,,0.5681,0.3804,0.7588,0.9998,-0.0575,0.3133,0.008727
2025-01-27,2025-03-28,0.1643,99762.47,21,0.5536,0.0466,1.613,0.00667,,,,,,0.5536,0.0466,1.613,0.9999,-0.0551,0.3141,0.006671
2025-01-27,2025-06-27,0.4134,99482.62,11,0.5631,0.0521,0.9747,0.003389,,,,,,0.5631,0.0521,0.9747,0.9997,-0.0652,0.3108,0.003395
2025-01-28,2025-02-07,0.0274,101527.11,23,0.5229,-0.0988,3.7184,0.005026,,,,,,0.5229,-0.0988,3.7184,0.9998,-0.0622,0.3118,0.005029
2025-01-28,2025-02-14,0.0465,102666.78,24,0.5248,-0.0002,2.7624,0.005915,,,,,,0.5248,-0.0002,2.7624,0.9997,-0.0633,0.3114,0.005917
2025-01-28,2025-02-28,0.0849,101893.36,19,0.5502,0.4676,0.8172,0.005339,,,,,,0.5502,0.4676,0.8172,0.9998,-0.0596,0.3126,0.005342
2025-01-28,2025-03-28,0.1615,101751.94,17,0.5584,0.0464,1.4138,0.003188,,,,,,0.5584,0.0464,1.4138,0.9998,-0.0611,0.3121,0.003192
2025-01-28,2025-06-27,0.4107,101203.82,7,0.5743,0.1912,0.6242,0.002047,,,,,,0.5743,0.1912,0.6242,0.9997,-0.0756,0.3075,0.002064
2025-01-29,2025-02-07,0.0246,102118.03,25,0.4987,-0.0519,3.8233,0.006399,,,,,,0.4987,-0.0519,3.8233,0.9997,-0.0689,0.3096,0.006393
2025-01-29,2025-02-14,0.0438,102361.21,23,0.5049,0.0021,2.8176,0.006202,,,,,,0.5049,0.0021,2.8176,0.9997,-0.0665,0.3104,0.006201
2025-01-29,2025-02-28,0.0821,101861.1,21,0.5211,-0.0061,2.17,0.004009,,,,,,0.5211,-0.0061,2.17,0.9999,-0.057,0.3135,0.004012
2025-01-29,2025-03-28,0.1588,101696.59,17,0.5577,0.3015,0.7016,0.004634,,,,,,0.5577,0.3015,0.7016,0.9999,-0.0547,0.3142,0.004635
2025-01-29,2025-06-27,0.4079,102901.77,9,0.5646,0.2171,0.649,0.001302,,,,,,0.5646,0.2171,0.649,0.9997,-0.0668,0.3104,0.001313
2025-01-30,2025-02-07,0.0219,105210.15,25,0.4758,-0.0259,4.2473,0.008306,,,,,,0.4758,-0.0259,4.2473,0.9997,-0.0761,0.3073,0.00829
2025-01-30,2025-02-14,0.0411,105625.62,21,0.4997,0.0085,2.5929,0.005034,,,,,,0.4997,0.0085,2.5929,0.9997,-0.0645,0.3111,0.005036
2025-01-30,2025-02-21,0.0602,105573.47,17,0.5104,0.1174,1.804,0.00445,,,,,,0.5104,0.1174,1.804,0.9997,-0.0645,0.311,0.004452
2025-01-30,2025-02-28,0.0794,105930.41,20,0.5191,0.0844,1.8821,0.002902,,,,,,0.5191,0.0844,1.8821,0.9997,-0.0632,0.3115,0.002906
2025-01-30,2025-03-28,0.1561,105564.74,15,0.5386,0.0528,1.5925,0.00448,,,,,,0.5386,0.0528,1.5925,0.9998,-0.0589,0.3129,0.004483
2025-01-30,2025-04-25,0.2327,105486.67,6,0.5592,0.2152,0.641,0.001286,,,,,,0.5592,0.2152,0.641,0.9997,-0.0688,0.3097,0.001301
2025-01-30,2025-06-27,0.4052,104251.27,10,0.565,0.0841,0.7992,0.002275,,,,,,0.565,0.0841,0.7992,0.9996,-0.0756,0.3075,0.002291
2025-01-31,2025-02-07,0.0192,101707.76,25,0.4429,-0.1991,4.6367,0.008003,0.4405,1.8755,-0.1,0.1293,0.010045,0.4429,-0.1991,4.6367,0.9997,-0.0772,0.307,0.007976
2025-01-31,2025-02-14,0.0383,104361.47,22,0.4664,0.0325,2.8317,0.003806,0.3649,10.2741,-0.1,0.1111,0.003776,0.4664,0.0325,2.8317,0.9997,-0.0634,0.3114,0.003809
2025-01-31,2025-02-21,0.0575,101840.54,23,0.4838,-0.0522,2.3423,0.003116,0.4595,1.0052,-0.1,0.249,0.003335,0.4838,-0.0522,2.3423,0.9997,-0.064,0.3112,0.00312
2025-01-31,2025-02-28,0.0767,104282.0,21,0.5009,0.1059,1.7892,0.004765,0.4544,1.0103,-0.1,0.3211,0.007894,0.5009,0.1059,1.7892,0.9997,-0.0631,0.3115,0.004768
